objectid,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date
296,The Kathmandu Post,http://kathmandupost.ekantipur.com/news/2018-05-07/sub-engineer-killed-in-landslide.html,11409,1525690800000.0,11:00,Ruwatola-Dhuli Road Construction Site Camp Landslide,"Sub-engineer Narayan Dahal, who was at the road construction site of Ruwatola-Dhuli road of Chainpur-Taklakot road section along the Seti Lokmarga, was at his camp when the landslide occurred and swept him some 100 metres down the road. He died on the spot. The landslide occurred at around 11am this morning and swept the camp where the workers stayed. but did not harm any other workers as they were not at the camp.","Rutatola-Dhuli road of Chainpur-Taklakot road section along the Seti Lokmarga, Rumaili, Talkot Rural Municipality, Bajhang District, Nepal",5km,landslide,downpour,small,engineered_slope,1.0,0.0,,,"I approximated the location as best I could based on the information, but could only find one area called Talkot near Seti Highway.",GLC,,29.27910301,80.86335953,Nepal,NP,Seti,Dhindi,19.96,1527260906000.0,
301,The Tribune India,https://www.tribuneindia.com/news/archive/j-k/landslide-blocks-kishtwar-highway-659012,14596,1537903439000.0,07:00,"Sep 25, 2018 Batote-Kishtwar Landslide","Landslide in the Junglewad area of Doda blocked the Batote-Kishtwar national highway for many hours, with heavy machinery needed to clear the debris.",Junglewad area of Doda,5km,landslide,unknown,medium,above_road,,,,https://images.tribuneindia.com/cms/gall_content/2018/9/2018_9$largeimg26_Wednesday_2018_013031299.jpg,,GLC,,33.13498724,75.54505216,India,IN,Jammu and Kashmir,Doda,1.89,1592594640000.0,
306,The New Indian Express,https://www.newindianexpress.com/states/kerala/2018/oct/04/train-traffic-restored-on-chalakkudy-karukutty-route-1881034.html,14554,1538526836000.0,19:00,Chalakkudy - Karukutty Railway Landslip,A minor landslip caused by heavy rain and wind occurred on the railway between Chalakkudy-Karukutty.,"Chalakkudy- Karukutty, Kerala, IND",5km,landslide,rain,small,unknown,,,,,,GLC,,10.26805833,76.34859138,India,IN,Kerala,Kaladi,15.45,1591490037000.0,
319,Times of India,http://timesofindia.indiatimes.com/city/mumbai/Two-landslides-claim-3-lives-in-Haji-Ali-Navi-Mumbai/articleshow/9792246.cms,6569,1314489600000.0,,Rabale,"The Rabale landslide claimed the lives of a couple, but their son, who was injured, was treated at a nearby hospital. Vikas Mahanto, 6, who was in another room, is unaware of the death of his parents, Tulsiprasad Mahanto, 35, and Malti, 32. Tulsiprasad, a labourer, used to live with his family on rent.",Rabale,5km,landslide,continuous_rain,medium,unknown,2.0,1.0,,,,GLC,6569,19.1355,72.9981,India,IN,Maharashtra,Thana,11.17,1418924591000.0,
322,Greater Kashmir,http://www.greaterkashmir.com/news/chenab-valley/story/239706.html,10831,1485388800000.0,unknown,"Nachlana, Jammu Srinagar Highway Cut Off by Landslides","All Tehsils including District Headquarter town Ramban remained cut off  with both capitals of the state as heavy rains and snow at Patnitop and Jawahar Tunnel and Banhal intensified on Tuesday, triggering landslides on Jammu Srinagar Highway between Nashri and Banihal sectors. Two-foot fresh snow has accumulated at Jawahar Tunnel and Nowgam Banihal sectors of the highway while landslides took place Nashri, Meher, Seri, Maroog, Nachlana, Pantyal, Battery Chasma and Gangroo .","NH-1A, Nachlana, Banihal, Ramban, Jammu & Kashmir, 182145",1km,landslide,rain,unknown,above_road,0.0,0.0,,,,GLC,,33.36011691,75.17291044,India,IN,Jammu and Kashmir,Gund,8.57,1509457772000.0,
327,Nagaland Post,https://issuu.com/nagalandpost90/docs/july_13__2016,8930,1468278000000.0,23:00,"North Point Colony, Akuluto, Nagaland, India","A massive landslide occurred at North Point Colony, Akuluto on July 11 at around 11p.m. According an official bulletin, SDO (civil) Akuluto, Kikumsangla Jamir, who visited the affected area, said five houses were damaged badly and the road leading to colony was also blocked.  Local residents and personnel of 8th NAP, B Coy helped in clearing the road and also the affected families.","North Point Colony, Akuluto, Nagaland, India",1km,landslide,unknown,large,unknown,0.0,0.0,,,,GLC,8930,26.1699,94.4922,India,IN,Nagaland,Nagaland,8.68,1468428448000.0,
338,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3751,1310169600000.0,,Kedarnath,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines of Badrinath, Kedarnath, Gangotri and Yamunotri, forcing the administration to halt the pilgrimage, official sources said, adding hundreds of pilgrims were stranded in the area.The pilgrimage to the revered shrine of Badrinath was suspended by the administration after landslides occurred near Lambagad this morning.Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said.Efforts are on to remove the debris from the roads and personnel of Border Road Organisation (BRO) have been deployed to clear them and open for vehicular traffic.The Uttarakhand government has issued an alert following heavy rains in the state for the past four days that left 10 people, including two women, dead and t",Kedarnath,25km,landslide,downpour,medium,unknown,0.0,,,,,GLC,3751,30.7331,79.0685,India,IN,Uttaranchal,Gaundar,16.94,1396310400000.0,
359,Assam Times,http://www.assamtimes.org/node/14780,7933,1441065600000.0,,Maligaon,"The incessant rains that lashed Guwahati and its adjoining areas are likely to result in landslide soon. Local residents in Amingaon, Thirteenth Mile, Nineth Mile, Maligaon areas fear the tragic rerun of landslide incidents in near future. The district administration has yet to keep the denizens on alert in view of the incessant rains to be followed by massive landslide. Notably, a woman and her 2 year old daughter died a tragic death when a huge rock slipped into the hut where they were sleeping in Amingaon area on Tuesday wee hours.",Maligaon,1km,rock_fall,rain,medium,unknown,2.0,0.0,,,,GLC,7933,26.1868,91.6739,India,IN,Assam,North Gauhati,6.17,1467292370000.0,
364,Kathmandu Post,http://kathmandupost.ekantipur.com/news/2015-07-31/beni-darbang-road-obstructed-due-to-landslide.html,7361,1438214400000.0,,Lampata of Babiyachaur VDC-5,"Likewise, transportation of daily consumables to Darbang bazaar has been affected as result of the landslides, that swept away around 80 meters of road in Lampata, police said.",Lampata of Babiyachaur VDC-5,10km,landslide,monsoon,medium,above_road,0.0,0.0,,,,GLC,7361,28.3853,83.4625,Nepal,NP,Dhawalagiri,Bega,12.94,1446572560000.0,
378,thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+disrupts+Maldhunga-Beni+road+section&NewsID=295710,3773,1310601600000.0,,Parbat district,"PARBAT: Maldhunga-Beni road section has been disrupted at Majhphant VDC-2 of Parbat district due to landslide following the incessant rainfall.  The traffic along the road section was disrupted since last night after the landslide mud heaped on the road at Jugedhara of the VDC.  A dozer and police personnel from Paribeni Police Post have been deployed to resume the service, according to Parbat District Police Office.  The long and short distant vehicles have been disrupted in Beni, Myagdi, and Milanchowk of Parbat district.  Meanwhile, Pokhara-Maldhunga road section, which had been disrupting since Thursday night, was partially resumed, said police. ",Parbat district,50km,landslide,downpour,medium,unknown,0.0,,,,,GLC,3773,28.178,83.6987,Nepal,NP,Dhawalagiri,Khaldanda,12.18,1396310400000.0,
392,english.samaylive.com,http://www.indianexpress.com/news/50-major-landslides-hit-four-road-stretches-in-uttarakhand-govt/1131703/,4933,1371340800000.0,,"Kinnaur District, Himachal Pradesh","Rains lashed large parts of the hill states of Uttarakhand and Himachal Pradesh and flooded parts of Haryana where the water level in the Yamuna rose alarmingly. The tribal Kinnaur district in Himachal Pradesh was the worst hit with nine persons dead in landslides that blocked important roads leaving Chief Minister Virbhadra Singh stranded in Sangla Valley. (2nd article) Five members of a family, including three children, were buried early Monday when boulders fell on their house in Himachal Pradesh's Kinnaur district, police said. The entire Kinnaur district has been experiencing heavy rain for the past two days. Shiva said four people died in various landslide incidents in the district since Sunday.","Kinnaur District, Himachal Pradesh",50km,landslide,downpour,medium,unknown,4.0,,,,,GLC,4933,31.5986,78.4384,India,IN,Himachal Pradesh,Burati Thatang,24.05,1396310400000.0,
395,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-10-08/goa/42828440_1_chorla-blocks-traffic-major-landslide,5583,1381077000000.0,16:00,"Ponsuli, Goa","Heavy rain all of Saturday and Sunday led to a major landslide at Ponsuli in the Mhadei wildlife sanctuary in Sattari taluka on Sunday evening. The landslide that occurred at 4.30pm on the already deteriorating road, blocked traffic for nearly four hours. Following the incident, the public works department's road building section began the work of clearing the debris on the road, after which the free flow of traffic was resumed. Shivaji Desai, assistant engineer of PWD, WD XXIII of Sakhali, said, ""Heavy showers caused the landslides at Ponsuli on Sunday. On Sunday night, we cleared a portion of debris blocking the road and resumed the remaining work today."" Presently, the condition of the Chorla Ghat road which connects Panaji to Belgaum has deteriorated and is full of pot holes. Dasharath Morajkar, a local from Keri, said, ""The bad condition of the road has made it unsafe for traffic at many places and landslides are not uncommon during the monsoon. "" Desai said, ""Hot mixing work of t","Ponsuli, Goa",5km,landslide,downpour,medium,unknown,0.0,,,,,GLC,5583,15.6365,74.1158,India,IN,Goa,Kankumbi,12.58,1396310400000.0,
401,news.oneindia,http://news.oneindia.in/2010/09/04/strategicroad-link-cut-off-due-to-landslide-insikkim.html,2392,1283558400000.0,,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim","Gangtok, Sep.4 (ANI): Incessant rains in the last few weeks have caused extensive landslides in Sikkim, as on Saturday, vehicular traffic on the road connecting Gangtok with Nathu La located along the India-China border came to a standstill due to landslides. Named the Jawaharlal Nehru Marg, the road holds high strategic importance for the movement of troops and their supplies.  It is also viewed as important for cross border trade and tourists who enjoy the rare experience of visiting the Nathu La Pass.  The worst affected spot has been ""the 17th mile"" where the road has been washed away to the extent of around 350 metres.  Reportedly, a gradient has slid down by 50 to 60 metres and a portion of the army barracks was badly damaged by the landslide.","17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",10km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2392,27.3702,88.7334,India,IN,Sikkim,Xarsingma,19.91,1396310400000.0,
416,timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms,2405,1284073200000.0,23:00,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh","Sep 10, 2010, 09.40pm IST  NEW DELHI: Thirteen people were killed as heavy monsoon rains wracked havoc in north and east India, triggering landslides and inundating lakhs of acres of farmland on Friday.  At least eight people were buried alive under the debris following massive landslides triggered by incessant rains in Arunachal Pradesh.  Upper Siang district remained cut off after a vital bridge connecting the area with other places was badly damaged due to flash floods and landslides.  ","Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",unknown,landslide,downpour,medium,unknown,10.0,,,,,GLC,2405,28.3036,95.4112,India,IN,Arunachal Pradesh,Mimesipo,16.6,1396310400000.0,
417,indiavision,http://www.indiavision.com/news/article/national/88496/,2201,1280966400000.0,,"Darjeeling district, West Bengal, Toy Train route","Landslide in West Bengal's Darjeeling district caused the roads to cave in, which in turn severely damaged the narrow gauge track on which the famous Toy train runs. Massive landslide occurred due to heavy downpour on Thursday. The landslide has upset all road links from Siliguri to various other places in Darjeeling district such as the hill resort of Darjeeling, Kalimpong, Kurseong and Sukna.","Darjeeling district, West Bengal, Toy Train route",5km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2201,27.0366,88.263,India,IN,West Bengal,Darjeeling,0.63,1396310400000.0,
419,The Tribune,http://www.tribuneindia.com/news/jammu-kashmir/vehicles-stuck-at-nh-44-for-second-day-due-to-landslides/359113.html,10828,1486148400000.0,19:00,Digdol Landslide Blocks NH-44,"Hundreds of passengers were stranded between Batote and Ramban on NH44 since yesterday morning following landslides at Mehad, 4 km short of Ramban town, and at Digdol.","NH-1A, Banihal, Ramban, Jammu & Kashmir, 182148",1km,landslide,unknown,medium,above_road,0.0,0.0,,http://images.tribuneindia.com/cms/gall_content/2017/2/2017_2$largeimg04_Saturday_2017_004633209.jpg,,GLC,,33.30044087,75.18163117,India,IN,Jammu and Kashmir,Gund,14.91,1508951373000.0,
426,Dailyhunt,http://m.dailyhunt.in/news/india/english/u4uvoice-epaper-uvoice/landslide+at+jammu+srinagar+national+highway-newsid-66520969,10850,1492300800000.0,,Multiple rockfalls along Batote-Doda Road,Rockfalls along road force its complete closure in both directions,"Batote-Doda Road, Doda, Jammu & Kashmir, India",10km,rock_fall,rain,small,above_road,0.0,0.0,,,,GLC,,33.1292173,75.44618906,India,IN,Jammu and Kashmir,Doda,9.65,1501248864000.0,
